row_id,source_transliteration,target_translation
akkadnmt_v2_000025,4 GÍN KÙ.BABBAR i-ṣé-er x-a-šur DAM.GÀR i-šu ITU.KAM a-lá-na-tim a-na ITU.KAM i-ša-qal šu-ma lá iš-qúl 0.33333 GÍN.TA i-na ITU.KAM ú-ṣa-áb li-mu-um a-šùr-na-da ḫa-mu-uš-tum ša qá-té kà-ar-wa-a IGI a-šur-i-dí,"4 shekels of silver [... ... ...-Aš]šur owes to the creditor. Contracted in month XII. He will pay within a month. If he does not pay he will add as interest 0.3333 shekel per month Year eponymy of Aššur-nādā, week eponymy of the successor of Karwaya. Witnessed by Aššur-idī"
akkadnmt_v2_000026,um-ma bu-bu-ra-num-ma a-na a-bi₄-a ù a-šùr-DU₁₀ qí-bi-ma a-na a-šùr-DU₁₀ qí-bi-ma iš-tù na-ar-ma-ak-a-šur ba-dí-a a-ma-kam wa-ša-áb-ma ù a-ta ta-áš-ta-pu šu-ma a-ḫu-a a-tù-nu iš-tí a-li-ki-im pá-nim-ma pì-iq-da-ni-šu-ma a-na a-lim(ki) li-li-kam-ma da-a-sú a-ša-qal šu-ma a-lá-kam lá i-mu-a a-pu-tum lá i-ṣa-li-ku-nu kà-sí-a-šu-ma šé-ri-a-ni-šu,"From Buburānum to Abiya and Aššur-ṭāb; specifically to Aššur-ṭāb: Badiya has lived there since the month Narmak-Aššur, and you just kept silent. If you are truly my brothers, then hand him over to the very first caravan and let him come to the City, and I shall pay his fees. If he refuses to come, then it is important that he does not cheat you. Bind him and have him brought."
akkadnmt_v2_000027,a-na a-lá-ḫi-im qí-bi₄-ma um-ma PUZUR₄-a-šur-ma 0.5 ma-na KÙ.BABBAR a-na pá-ni-a ša a-ḫu-zu-ma tù-šé-bi₄-lá-ni 0.5 ma-na KÙ.BABBAR ku-nu-ki-a en-na-num DUMU ku-zi-a ub-lá-ku-um a-ḫi a-ta na-áš-pè-ra-tim ša a-lim(ki) ša en-na-num ub-lá-ku-ni i-ḫi-id-ma a ba-tí-qí-im pá-ni-im-ma dí-in-ma lu-ub-lu iš-tí wa-ṣí-im pá-ni-im-ma lu-ṣí-am,"To Ali-ahum from Puzur-Aššur: 0.5 mina of silver that I acquired for myself(?) and you sent to me, 0.5 mina of silver under my seal Ennānum son of Kuziya brought to you. My dear brother, pay attention to the missives from the City that Ennānum brought to you, and give it (an answer?) to the very first express transport so they may bring it. He should leave with the first travellers to depart."
akkadnmt_v2_000028,um-ma a-šur-ša-du-e a-mu-ur-ša-ra-sà ù ša-lim-wa-ar-dim-ma a-na a-lá-ḫi-im qí-bi-ma 31 ma-na AN.NA ku-nu-ki-kà ša-lim-wa-ar-dí ub-lá-am a-na ma-lá tí-ir-tí-kà AN.NA a-na a-mu-ur-ša-ra-sà ù ša-lim-wa-ar-dim ni-dí-ma a-na li-bi ma-tim ú-šé-ri-bu-ma 6.5 GÍN.TA a-na an-ni-ki-kà ub-lu-ni-kum ŠÀ.BA 3.5 GÍN ša-du-a-tám ni-dí 4.66666 ma-na 2.5 GÍN KÙ.BABBAR ku-nu-ki-ni ša-lim-wa-ar-dim na-áš-a-ku-um 1 GÍN KÙ.BABBAR a-na qá-tí-šu ni-dí-in a-na šu-mì šu-(d)EN.LÍL ša ni-iš-pu-ra-ku-ni 3 ma-na KÙ.BABBAR šu-(d)EN.LÍL DUMU ma-nu-ki-a-šur e-pu-ul-ni-a-tí iš-tù ša-lim-wa-ar-dim i-li-kà-ni šu-(d)EN.LÍL lá-šu a šu-mì-šu ša-lim-wa-ar-dim 10 u₄-me ú 20 u₄-me nu-sá-as-ḫi-ir-šu i-na a-lá-ak šu-(d)EN.LÍL tí-ir-tám za-ku-tám ni-ša-pá-ra-kum,"From Aššur-šadū'e, Amur-šarrassa and Šalim-wardī to Ali-ahum: Šalim-wardī brought 31 minas of tin under your seal. In accordance with your instructions we gave the tin to Amur-šarrassa and Šalim-wardī and they led it into the heartland, and they brought you (silver) at 6.5 shekels per (shekel) for your tin for you. Thereof we deposited 3.5 shekels as transport tariff. Šalim-wardī brings you 4.6666 minas 2.5 shekels of silver under our seals. We gave 1 shekel of silver for his disposal. With respect to Šu-Illil about whom we wrote to you, Šu-Illil son of Mannum-kī-Aššur promised 3 minas of silver to us. After Šalim-wardī came Šu-Illil was gone. Because of him we made Šalim-wardī wait 10 or 20 days. When Šu-Illil arrives we shall send a final report to you."
akkadnmt_v2_000029,a-na ku-li-a qí-bi-ma um-ma a-sá-num-ma a-šu-mì a-ší-im sá-aḫ-ra-a-ku a-ši-a-im i-ma-gu₅-ru a-da-šu-ma a-ta-be-a-am-ma a-ta-lá-kam a-dí-i na-áš-pè-er-tí-kà ša a-šu-mì kà-lá-pí-im i-li-kà-ni ší-bé-e a-dí-ni lá aḫ-ri-im i ší-be-a a-zu kà-ṣa-ar PUZUR₄-a-mur be-li a-ta a-na a-na PUZUR₄-a-mur pu-nu-ma a-zu-ú li-iṭ-ru-dam iš-tí tap-pá-i-šu ší-bu-tám li-dí-nam i-na lá i-da-i-a a-mì-ša-am i-tal-kam um-ma šu-ut-ma a-na e-lá-lí a-lá-ak,"To Kuliya, say, thus says Asānum: I am still staying (here) because of the meteoric iron. When they agree with the (quality / price of the) iron I will sell it, get ready and leave to you. As for your letter which arrived here concerning the axe, I have not yet recorded (the dispositions) of the witnesses. Among my witnesses figures Azu, the transporter of Puzur-Aššur. Please, my lord, approach Puzur-Aššur and let him send Azu to me, so that he can testify for me together with his colleagues. whithout my knowledge he has left for there, saying: I am going to Elālī."""""
akkadnmt_v2_000030,a-na en-um-a-šur ù SIG₅-pí-a-šur a-na SIG₅-pí-a-šur qí-bi-ma um-ma ša-ta-na-ma 10 GÍN KÙ.BABBAR ṣa-ru-pá-am a-na ší-a-ma-tim a-dí-na-kum 3 ša-lá-ší-šu qá-dum ša ḫa-ra-an a-lim(ki) ḫa-ra-nam ú-qá a-ma-kam KÙ.BABBAR ú ší-a-ma-tí-šu a-na en-um-a-šur šu-qúl,To Ennam-Aššur and Damiq-pī-Aššur; specifically to Damiq-pī-Aššur from Šāt-Anna: I gave you 10 shekels of refined silver for purchases. Three times I waited for the caravan together with those on the road to the City. Pay the silver or the goods bought with it there to Ennam-Aššur.
akkadnmt_v2_000031,a-na en-nam-a-šur qí-bi-ma um-ma ša-ta-na-ma 2 ma-na 12.5 GÍN KÙ.BABBAR ša a-dí-na-ku-ni a-ḫi a-ta be-lí a-ta ší-ma-am e-pu-uš-ma iš-tí a-li-ki-im pá-ni-im-ma šé-bi-lam x lá ša ku-lu ša aq-bi₄-a-ku-ni lu TÚG-ba-tí lu AN.NA ša-dí-šu-ma šé-bi₄-lam,"To Ennam-Aššur from Šāt-Anna: As to the 2 minas 12.5 shekels of silver that I gave you, my dear brother, my dear lord, carry out the purchase yourself and send it with the very first transport. ... which I promised you, have him sell the textiles and the tin and send (the silver)."
akkadnmt_v2_000032,a-na a-ḫa-tim KIŠIB a-lá-ḫi-im ù KIŠIB i-dí-a-bi₄-im,To Ahātum; seal of Ali-ahum and seal of Iddin-abum.
akkadnmt_v2_000033,i-na 1.5 GÚ 4 ma-na URUDU SIG₅ ù 1 GÚ 14 ma-na URUDU ṣa-lá-mì-im ša a-lá-ḫu-um e-zi-bu 31 ma-na URUDU SIG₅ ší-im xx a-šur-du-gul il₅-qé x 4 ma-na URUDU en-na-sú-in il₅-qé 8 ma-na URUDU SIG₅ zi-kur-(d)IM il₅-qé 15 ma-na URUDU ší-im ku-ta-nu a-na qá-tí-šu né-eš-qúl 1 ma-na URUDU ṣa-lá-ma-am ḫi-xxxx ma-na URUDU um-xxx il₅-qé x,"Of 1.5 talents 4 minas of good copper and 1 talent 14 minas of black copper that Ali-ahum left, Aššur-dugul took 31 minas of good copper as the price of ... Enna-Suen took ... 4 minas of copper. Zikur-Adad took 8 minas of good copper. 15 minas of copper were paid to his account as the price of a kutānu. 1 mina of black copper ... x minas of copper ... Um-x took."
akkadnmt_v2_000034,KIŠIB a-lá-ḫi-im DUMU e-lá-lí KIŠIB en-nam-a-šur DUMU en-na-sú-in KIŠIB dan-a-šur DUMU šál-mì-ḫi-im KIŠIB pu-šu-ki-in DUMU sú-e-a šu-ma a-šur-ta-ak-lá-ku na-ru-qám a-na en-nam-a-šur i-tí-dí-in i-na 1 GÚ 2 ma-na KÙ.BABBAR ša ṭup-pì-šu ḫa-ar-mì-im ša en-nam-a-šur 2 ma-na KÙ.BABBAR i-lá-qé-ma 3 ma-na KÙ.GI iš-tí um-me-a-ni-šu šu-mì pu-šu-ki-in i-lá-pá-at šu-ma a-šur-ta-ak-lá-ku qá-sú im-ta-ḫa-aṣ x-20 ma-na KÙ.BABBAR ki-ma 10 ma-na KÙ.GI iš-tù ḫa-muš-tim ša i-dí-a-šur ù i-ku-nim a-na 46 ḫa-am-ša-tim pu-šu-ki-in a-na en-nam-a-šur i-da-an-ma na-ru-uq en-nam-a-šur a-li ṭá-bu-šu-ni pu-šu-ki-in ú-šé-ra-áb šu-ma pu-šu-ki-in na-ru-qám a-na en-nam-a-šur lá i-tí-dí-in 10 ma-na KÙ.BABBAR ṣa-ru-pá-am pu-šu-ki-in a-na en-nam-a-šur i-ša-qal šu-ma en-nam-a-šur qá-tám im-ta-ḫa-aṣ 10 ma-na KÙ.BABBAR ṣa-ru-pá-am a-na pu-šu-ki-in i-ša-qal ta-aḫ-sí-is-tum a-ni-tum me-ḫi-ir ṭup-pì-im ḫa-ar-mì-im ša ku-nu-uk pu,"Seal of Ali-ahum son of Elāli, seal of Ennam-Aššur son of Enna-Suen, seal of Dan-Aššur son of Šalim-ahum, seal of Pūšu-kēn son of Sueyya. If Aššur-taklāku has given a joint-stock investment to Ennam-Aššur, then he will receive 2 minas of silver out of the 1 talent 2 minas of silver in his certified tablet, belonging to Ennam-Aššur, and he will write down 3 minas of gold in the name of Pūšu-kēn with his other investors. If Aššur-taklāku has refused him, then Pūšu-kēn will give 40? minas of silver, representing 10 minas of gold, within 46 weeks reckoned from the week of Iddin-Aššur and Ikūnum, and Pūšu-kēn will make Ennam-Aššur's joint-stock investment enter wherever it is favourable for him. If Pūšu-kēn has not given a joint-stock investment to Ennam-Aššur (in time), Pūšu-kēn must give 10 minas of refined silver to Ennam-Aššur. If Ennam-Aššur has refused, he must pay 10 minas of refined silver to Pūšu-kēn. This memorandum is a copy of a certified tablet sealed by Pūšu-kēn."
akkadnmt_v2_000035,a-na a-ta-ta ù kà-nu-tim qí-bi₄-ma um-ma a-na-aḫ-ì-lí-ma 0.5 ma-na KÙ.KI ù 1.5 ma-na KÙ.BABBAR ša kà-nu-tim ša il₅-ba-ni ki-ma kà-nu-tim KÙ.BABBAR ip-qí-da-ni a-na-kam a-lá-bu-um ú-ni-ḫi-ma KÙ.BABBAR 1 ma-na ú-ša-ag-me-er a-na a-lim(ki) im-ta-ša-ra-ni-ma i-na dí-in a-lim(ki) KÙ.BABBAR ú KÙ.KI a-lá-bu-um i-lá-qé-ma a-na a-wa-at kà-nu-tim lá-bu-um i-za-az šu-ma kà-nu-tum a-na a-na-aḫ-ì-lí ta-tù-wa-ar a-lá-bu-um ú-ša-ḫa-sú-ú KÙ.BABBAR ú KÙ.KI šu-ut a-na É a-lim(ki) a-na ḫu-bu-ul ili₅-ba-ni i-ší-qí-il₅ a-ma-kam a-le té-er-tí ili₅-ba-ni i-ba-ší-ú ša 0.5 ma-na KÙ.KI pá-ša-lamₓ ù 1.5 ma-na KÙ.BABBAR ú ší-a-ma-tí-šu ṣa-áb-ta-ma mì-ṣí-a-ma li-qí-a ṭup-pá-am ša a-lim(ki) da-nam ša ki-ma KÙ.KI ú KÙ.BABBAR ša kà-nu-tí-ni ú-kà-al ú šu-ma ku-li-a i-lá-kam-ma a-wa-tim ú-ga-mar a-dí a-lá-kà-ni i-ta-ba-lá-šu a-wa-tim lá tù-ga-ma-ra,"Say to Atata and Kannutum, thus Anah-ili: ""(As for the) 0.5 mina of gold and 1.5 mina of silver, belonging to Kannutum, which silver Ili-bani, representing Kannutum, entrusted to me - here Ali-abum has caused me trouble and caused expenses of 1 mina of silver. He has now dragged me before the City and by verdict of the City Ali-abum will take that silver and gold and Ali-abum will be responsible for Kannutum's interests. Should Kannutum come back on Anah-ili, then Ali-abum will clear him. The aforementioned silver and gold have been paid to the City Office for (to cover) Ili-bani's debts. Over there, wherever goods ordered by Ili-bani are available, seize for a value of 0.5 mina of pasallum gold and 1.5 mina of silver or what has been bought for it and take it at your own responsibility. I have a strong tablet of the City stating that the silver and gold belong to Kannutum. And if Kuliya comes in order to settle the affair, hold him in play until I arrive, do not settle the affair!"""
akkadnmt_v2_000036,KIŠIB a-šur-i-mì-tí DUMU du-dí-ki KIŠIB ú-ṣur-ša-a-šur DUMU a-ku-a KIŠIB a-šur-ba-ni kà-al-bi₄-im 15 ma-na URUDU ší-kam a-na šu-mì en-um-a-šur DUMU šál-ma-a-šur a-na ta-áp-ḫi-ri-im áš-qúl,"Seal of Aššur-imittī son of Dudiki, seal of Uṣur-ša-Aššur son of Akuwa, seal of Aššur-bāni, the dog"". I paid 15 minas of -copper to the temple-funds on behalf of Ennam-Aššur son of Šalim-Aššur."""
akkadnmt_v2_000037,0.5 ma-na a be-a-lim a-na ú-ṣú-ur-ša-a-šur DUMU am-ri-a 0.33333 ma-na a-šur-be-el-a-wa-tim a me-er-i-šu ú ša-tí-li 0.33333 ma-na a kà-lu-ba 0.33333 ma-na a be-a-lim 10 GÍN a ta-ad-mì-iq-tim a-na a-šur-DU₁₀ DUMU ar-ší-aḫ a-dí-in IGI kur-ub-IŠTAR a-ḫi-šu 10 GÍN tù-ra-a 5 GÍN a-na ra-bi₄-im 10 GÍN a-na ṣa-aḫ-ri-im a-na me-er-e a-mur-IŠTAR ni-a-im mì-ma a-nim a-na be-a-lim a-dí 15 GÍN a-na am-tí-šu a-dí-in 1 ma-na 17 GÍN KI a-ku-za-nim,0.5 mina for a working capital to Uṣur-ša-Aššur son of Amriya; 0.3333 mina: Aššur-bēl-awātim to his son and Šāt-ilī;
akkadnmt_v2_000038,… a-šùr … li-pu-ul-kà-ma … ma-na KÙ.BABBAR ṣa-ru-pá-am šu-qú-ul um-ma i-dí-ku-bu-ma ṭup-pá-am GAL ṭá-bi₄-a-nim i-na ú-mì-im ša a-na-ku ù ša-lim-a-šur ni-na-mu-ru … tám a-da-šu-um … DUMU MAN.IŠTAR [...],"...-Aššur ... he should answer you and you shall pay ... mina of refined silver. Iddin-Kūbum said: Erase the big tablet for me. The day I and Šalim-Aššur meet I shall give him ... the son of Puzur-Istar, ... """
akkadnmt_v2_000039,30 ma-na KÙ.BABBAR ni-is-ḫa-sú DIRI ša-du-a-sú ša-bu ku-nu-ki-a a-na um-mì-a-ni-a ša ki-ma i-a-tí ù ḫi-na-a šu-ku-bu-um ú-bi₄-il₅ IGI a-mur-(d)UTU DUMU mì-šar-ra-bí IGI a-mur-(d)UTU DUMU ḫa-ri-im-tim 2 ma-na KÙ.BABBAR i-a-am 1 ma-na KÙ.BABBAR ša ḫi-na-a a pá-ni ILLAT-tim 1.5 ma-na KÙ.BABBAR ša um-mì-iš-ḫa-ra 15 GÍN KÙ.KI ša lá-ma-sí-tim ú a-šur-iš-tí-kál ŠÀ.BA 0.5 ma-na 5 GÍN ša lá-ma-sí-tim 0.33333 ma-na 5 GÍN KÙ.BABBAR ša ik-ri-bi-a mì-ma a-nim ni-is-ḫa-sú DIRI ša-du-a-sú ša-bu ku-nu-ki-a a ša ki-ma i-a-tí šu-ku-bu-um ú-bi₄-il₅ IGI lá-qé-ep DUMU i-zi-za-am-ì-lí IGI a-šur-na-da,"30 minas of silver, its excise [added], his transport fee paid, under my seals, Šu-Kūbum brought to my investors and my representatives and to hinnāya. (Entrusted to him) in the presence of Amur-Šamaš, son of Mīšar-rabi, of Amur-Šamaš, son of harimtum. 2 minas of silver belonging to me; 1 mina of silver belonging to hinnāya, (sent) to meet the caravan; 1.5 mina of silver of Ummī-Išhara; 15 shekels of gold of Lamassutum and Aššuriš-tikal, thereof 35 shekels of silver of Lamassutum (and?) 25 shekels of [silver] being [my?] temple funds - all this, its import tax [added], his transport fee [paid], under my seals, Šu-Kūbum brought to my representatives. In the presence of Lā-qēp, son of Izzizam-ilī, of Aššur-nādā."
akkadnmt_v2_000040,en-um-a-šùr a-na a-lá-ḫi-im iṣ-ba-at-ni-a-tí-ma um-ma en-um-a-šùr-ma a-na a-lá-ḫi-im-ma al-kam lá-áš-a-al-kà um-ma a-lá-ḫu-um-ma a-na mì-nim ta-ša-a-lá-ni um-ma en-um-a-šùr-ma a-na ta-aḫ-sí-sá-tim ša a-na-ku ù a-ta ni-kà-sí ni-sí-ú i ku-nu-ki-kà ù ku-nu-ki-a kà-an-kà-ni ik-ra-ni ú-lá kà-i-na-ni um-ma a-lá-ḫu-um-ma ta-aḫ-sí-sá-tim ša ku-nu-ki-a ú ku-nu-ki-kà kà-an-kà-ni ke-na ku-nu-ku-a lá a-na-ki-ir um-ma en-um-a-šur-ma ša ni-iš a-lim(ki) x ta-mu-ú kà-i-lá x a-na a-lim(ki) ú be-lí-a a-wa-tí bi₄-lá a-na a-wa-tim a-ni-a-tím kà-ru-um kà-ni-iš i-dí-ni-a-tí-ma IGI GÍR ša a-šùr ší-bu-tí-ni ni-dí-in IGI a-šur-GAL DUMU lá-qé-ep IGI ili₅-ba-ni DUMU a-mur-IŠTAR,"Ennam-Aššur seized us against Ali-ahum and said to Ali-ahum: Come, let me question you!"" Ali-ahum answered: ""Why do you want to question me?"" Ennam-Aššur said: ""About the memoranda stating that I and you settled accounts. Contest or confirm to me that they are sealed by you and me."" Ali-ahum answered: ""As to the memoranda sealed by me and by you - yes, I do not contest my seal."" Ennam-Aššur said: ""Keep in mind what was sworn by the City! Bring my case to the City assembly and my lord."" The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. Witnessed by Aššur-rabi son of Lā-qēp, by Ilī-bāni son of Amur-Ištar."""
akkadnmt_v2_000041,um-ma ku-zi-zi-a-ma a-na en-um-a-šùr qí-bi-ma a-na ma-lá tí-ir-tí-kà ḫu-ur-ší-kà ša ṭup-pé-e pí-la-aḫ-IŠTAR i-dí-nam ḫu-ur-ší-a-nu-um ù ku-nu-ku-kà ku-nu-ku ša a-lu-lá-a um-ma pí-lá-aḫ-IŠTAR-ma ṭup-pá-am ša kà-ṣa-ri-šu a-a-kam-ma ni-il₅-qé-ma ú a-na ḫu-ur-ší-a-nim ni-iš-ku-šu-ma a-lu-lá-a ik-nu-uk ḫu-ur-ší-a-nam ša ṭup-pí-kà eb-ri-mu-ša na-áš-a-kum ù a ma-lá tí-ir-tí-kà ṭup-pí-kà a-na pu-ru-uš-ḫa-dim nu-uš-té-bi-il₅ áš-pu-ra-kum um-ma a-na-ku-ma ú-ṭá-tám x x x-a-ku-ma a-we-el-tim dí-in ú tí-ir-ta-kà li-li-kam ta-áš-pu-ra-am um-ma a-ta-ma a-da-an a-ḫi a-ta dí-in,"From Kuzizya to Ennam-Aššur: In accordance with your message Pilah-Ištar gave me (access to) your store-room with the tablets - the container and your seal, sealed by Alulaya. Pilah-Ištar said: We have taken the tablet of his harnessor somewhere, and then we placed it in the container and Alulaya sealed it."" Ewarimuša brings you the container with the tablet; also, as you instructed, we have sent your tablets to Purušhaddum. I wrote to you and said: ""Give the grain ... to(?) the lady."" So, send word. You wrote, saying: ""I shall give it."" My dear brother, give it!"""
akkadnmt_v2_000042,i-na 48 ku-ta-ni ša ik-ri-bi ŠÀ.BA 5 ku-ta-ni a-na 0.5 ma-na 7.5 GÍN ší-im-šu-nu a-na GAL pé-er-dí a-dí-in 7 ku-ta-ni a-šur-ma-lik DUMU i-na-a a-na 1 ma-na 13 GÍN KÙ.BABBAR il₅-qé 1 ku-ta-nam i-tur₄-DINGIR il₅-qé 1 ku-ta-nam a-na 7.5 GÍN KÙ.BABBAR ku-tù-bi-iš il₅-qé 3 ku-ta-ni ṣa-aḫ-ri-ì-lí il₅-qé 6 ku-ta-nu i-na li-bi₄ a-na-na 2 ku-ta-ni ḫa-té-e nu-lá-bi-iš 10 ku-ta-ni a-lu-ú-a ú-šé-ra-ba-am 1 ku-ta-nam SIG₅ a-na 0.5 ma-na KÙ.BABBAR tù-um-lá-i-um il₅-qé 5 ku-ta-ni a-na ḫa-ra-ni-a al-qé 6 ku-ta-ni a-na-kam e-zi-ib 1 ku-ta-nam a-na 13 GÍN en-na-nu-um,Of the 48 kutānus of the votive offerings: 5 kutānus I sold to the chief of mules for a price of 0.5 mina 7.5 shekels;
akkadnmt_v2_000043,um-ma ku-zi-zi-a-ma ù a-mur-IŠTAR-ma a-na a-la-ḫi-im qí-bi-ma TÚG.ḪI-tù-kà i-na ma-ri-it-ḫi-im x SIG₅ i la xxxx-kam TÚG ra-qá-tum x ša ta-da-nim i-ni-id-nu ší-tí TÚG.ḪI-tí-kà i-ba-ší-ú ší-mu-um kà-sí-i a ma-lá tí-ir-tí-kà TÚG.ḪI-tí-kà a-na ba-tí-iq ù DIRI ni-da-an-ma ù-ul KÙ.BABBAR-áp-šu ù-ul KÙ.GI-sú né-pá-ša-kum,"From Kuziziya and Amur-Ištar to Ali-ahum: Your textiles ... in Marithum, ... thin textiles that have been sold ... the rest of your textiles are available. The trade is at a stand-still. In accordance with your instructions we shall sell your textiles for the best available price, and we shall make for you either silver or gold."
akkadnmt_v2_000044,ṭup-pu-ú ḫa-ru-mu-tum ša ší-bi-a ša me-er-e i-dí-a-bi₄-im,Certified tablets with my witnesses concerning the sons of Iddin-abum.
akkadnmt_v2_000045,a-na en-na-nim ù a-lá-ḫi-im qí-bi₄-ma um-ma PUZUR₄-a-šùr-ma 20 ma-na KÙ.BABBAR ku-nu-ki-a en-na-num na-ší KÙ.BABBAR i-na ma-na-i-šu áš-du a-na e-na-aḫ-DINGIR i-ta-ší-a-ma ṭup-pá-am ša ku-nu-ki-a li-dí-na-ku-nu-tí ki-lá-lá-ku-nu-ma li-tí-a-šu-ma ri-ḫi ú tù-ra-ma ku-un-kà-šu-ma a-šar a-šùr-ni-im-ri e-ez-ba-šu ki-ma KÙ.BABBAR ta-áš-qú-lá-ni ma-ri-a-am ṭù-ur-da-nim ù tí-ir-ta-ak-nu iš-tí pá-ni-e-ma a-li-ki li-li-kam a-ḫu-ú-a a-tù-nu iḫ-da mì-ma i-ṣé-ri-a ṣí-ib-tum lá i-lá-qé a-na-kam a-na AN.NA ša KÙ.BABBAR 1 ma-na ú-šé-lá-šu-um,"To Ennānum and Ali-ahum from Puzur-Aššur: Ennānum brings 20 minas of silver under my seal. Ašdu weighed the silver with his one-mina weight for Enah-ilī so let him give you a tablet with my seal. Both of you should split (the envelope) ... and seal it again and leave it for Aššur-nimrī. When you have weighed the silver send me the ... Also, send me word with the first transport. My dear brothers, take care so he does not take any interest from me. I shall realise every mina of silver on the tin here for him."
akkadnmt_v2_000046,um-ma i-tur₄-DINGIR-ma a-na en-um-a-šùr qí-bi-ma lá li-bi₄ DINGIR-ma a-bu-kà me-et x x x-bi-šu ṭup-pá-am x x x x bi-ki-tám x x x x an x x x x na x x ḫu x da x x ṣé-er-… x x tí … x x a-bi-… iš-tí ik … a-wa-tum lá ta-ga-… bu-lá-tù ša a-bi₄-kà kà-an-ku-ma i-ba-ší-ú mì-ma ba-áb-tám i É-tim lá i-ba-ší-ú a-wa-sú iq-bi um-mì-a-nu mu-ut a-bi₄-kà iš-me-ú-ma x a ta bu a-na a-wa-tim ša i-pá-na nu-sá-li-ú-šu-nu-tí-ni a-wi-lu ma-ag-ru a-pu-tum bu-lá-tim ša a-bi₄-ku-nu a-na KÙ.BABBAR … na ki-ma … …-šu-nu e-pu …,"From Itūr-ilī to Ennam-Aššur: Sadly, your father has died. ... a tablet ... the mourning the assets of your father have been sealed and are available. There is nothing from outstanding claims in the house. He spoke his will. The investors heard of your father's death and ... and the men agreed to that which we had earlier pleaded with them about... Urgent, the assets of your father (should be turned) into silver ..."
akkadnmt_v2_000047,a-na-ku dam-qá-tim a-šé-e-a-kum a-ta lam-ni-iš té-pu-uš-a-ni x ta-ṣa-ba-at ú i-a-tí be-li ki-ma NINDA e-kà-lá-ni ki-ma a-ma-kam tù-ša-ḫi-zi-ni um-ma a-ta-ma ší-im am-tim a-na me-er-i-a lá ta-dí-ni a-na ší-a-tí a-na me-er-i-kà lá a-dí-ší ší-im URUDU ù KÙ.BABBAR ba-áb-tám ša nu-a-am ú-ša-zi-za-ku-ni šé-bi₄-lam-ma ù šu-up-ra-am-ma a-ma-at-kà a-ša ki-ma ku-a-tí lá-dí-in,"While I am bent on doing what is good for you, you have treated me badly and you have seized ... As for me, my lord is consuming me like bread. As you instructed me there, saying: 'You must not give the price of the slave-girl to my son!', for that reason I have not given her to your son. Send me the price of the copper and the outstanding silver for which I made the native responsible to you and send me a message then I will give your slave-girl to your representative."""
akkadnmt_v2_000048,1 ma-na KÙ.BABBAR i-ṣé-er a-li-li ù kà-ar-ší-ni wa-al-dí-lúm ù IŠTAR-lá-ma-sí i-šu-ú a-na ša tù-ùḫ-tù-ḫa-nim 1.5 ma-na KÙ.BABBAR ù 2 UDU.ḪI.A i-du-nu IGI bé-li-kà-ù bé-el-tí-kà IGI wa-al-dí-lim ù kà-ar-ni-kà-šu,Alili and Karšini owe 1 mina of silver to Waldi-ilum and Ištar-lamassī. They will give 1.5 mina of silver plus 2 sheep by the feast for Tuhtuhānum. Before your lord and your lady. Witnessed by Waldi-ilum and Karnikašu.
